,Unnamed: 0.1,Unnamed: 0,Subject,Course Title,Description,Institute,Provider,Instructor,Language,Rating,Course_Link
46288,5797,,-1,AWS Storage Gateway Primer: Volume Gateway (Indonesian),Kursus ini memperkenalkan AWS Storage Gateway dan berbagai antarmuka yang disediakan untuk memungkinkan beban kerja on premise Anda dapat mengakses data yang disimpan dalam penyimpanan AWS Cloud  Kursus ini fokus pada antarmuka gateway volume  Anda akan mempelajari cara kerja gateway volume  cara membuat dan mengonfigurasinya  cara menggunakan dan mengamankan sumber dayanya  dan cara memantau performanya Catatan  Kursus ini memiliki transkrip subtitle lokal  Narasi disampaikan dalam bahasa Inggris  Untuk menampilkan subtitle  klik tombol CC di sudut kanan bawah pemutar Target PesertaKursus ini ditujukan untuk Teknisi penyimpananAdministrator sistemArsitek cloudProfesional IT lainnyaTujuan KursusDalam kursus ini  Anda akan mempelajari cara Memanfaatkan penggunaan AWS Storage GatewayMenjelaskan arsitektur gateway volume AWS dan cara kerjanyaMenggunakan fitur fitur dasar gateway volume dalam mode volume cache dan tersimpanMenerapkan keamanan AWS untuk sumber daya gateway volumeMemilih metrik Amazon CloudWatch untuk memantau gateway volumeMengevaluasi manfaat gateway volume dengan memeriksa kasus penggunaanPrasyaratKami merekomendasikan peserta kursus ini memiliki prasyarat berikut AWS Storage EcosystemMetode PenyampaianKursus ini dilaksanakan melalui Pelatihan digitalDurasi90 menitKerangka KursusKursus ini akan membahas konsep konsep berikut ini Modul Satu  Pengantar AWS Storage GatewayApa itu AWS Storage GatewayMemanfaatkan penggunaan AWS Storage GatewayCara kerja berbagai antarmuka penyimpananKasus penggunaan dan studi kasusHarga dan penagihanModul Dua  Dasar dasar gateway volumeGambaran umum gateway volumeMengonfigurasi gateway volume Keamanan Storage GatewayMemantau gateway volumeKasus penggunaan untuk gateway volumeModul Tiga  Demonstrasi Gateway VolumeMembuat dan mengaktifkan gateway volumeMembuat volumeMemasang volume pada host LinuxMemasang volume pada host WindowsMenggunakan Amazon CloudWatch untuk memantau gatewayModul Empat  Penilaian gateway volumePertanyaan pilihan ganda,Amazon Web Services,AWS Skill Builder,-1,Indonesian,-1.0,https://www.classcentral.com/course/aws-storage-gateway-primer-volume-gateway-indones-71671
46337,5846,,-1,Amazon FSx for Windows File Server Primer (Indonesian),Kursus ini mengajari Anda bagaimana Amazon FSx for Windows File Server dapat mendukung aplikasi berbasis Windows dan beban kerja Anda  Di kursus ini  Anda belajar tentang manfaat dan kasus penggunaan FSx for Windows File Server  Anda menelusuri dasar dasar konfigurasi sistem file  Anda juga belajar tentang praktik terbaik yang harus diikuti saat mengelola sistem file Anda  Terakhir  Anda meninjau model biaya yang terkait dengan penggunaan Amazon FSx for Windows File Server Tingkat kursus  MenengahDurasi  1 jamAktivitasKursus ini mencakup modul digital belajar mandiri dan demonstrasi video Tujuan kursusDalam kursus ini  Anda akan belajar Menjelaskan kasus penggunaan dan manfaat FSx for Windows File ServerMenjelaskan model harga FSx for Windows File ServerMenjelaskan cara kerja FSx for Windows File Server secara arsitekturalMenjelaskan persyaratan untuk menggunakan FSx for Windows File ServerMengonfigurasi sistem file FSx for Windows File ServerMenjelaskan fitur manajemen FSx for Windows File ServerSasaran pesertaKursus ini ditujukan untuk Arsitek cloudTeknisi operasiTeknisi penyimpananAdministrator Windows File ServerIndividu yang tertarik untuk mempelajari dasar dasar FSx for Windows File ServerPrasyaratPeserta kursus ini direkomendasikan memiliki Pengetahuan umum tentang AWS Cloud  seperti yang tercakup dalam kursus digital AWS Cloud Practitioner Essentials Kerangka kursusPengantar FSx for Windows File ServerGambaran umum dan manfaat FSx for Windows File ServerKasus penggunaan praktis FSx for Windows File ServerStruktur dan contoh harga FSx for Windows File ServerGambaran umum teknis FSx for Windows File ServerHal mendasar FSx for Windows File ServerPilihan migrasi untuk FSx for Windows File ServerGambaran umum keamanan FSx for Windows File ServerPerforma dan penskalaan FSx for Windows File ServerMen deploy  memantau  dan mengelola FSx for Windows File ServerMen deploy sistem fileDemo  Membuat sistem file dan menghubungkannya ke instans Amazon EC2Memantau FSx for Windows File ServerDemo  Memantau sistem file menggunakan CloudWatchMengelola FSx for Windows File ServerTes Pengetahuan,Amazon Web Services,AWS Skill Builder,-1,Indonesian,-1.0,https://www.classcentral.com/course/amazon-fsx-for-windows-file-server-primer-indones-71720
46364,5873,,-1,Machine Learning Essentials for Business and Technical Decision Makers (Indonesian),Dalam kurikulum tiga kursus ini  Anda akan belajar tentang praktik terbaik dan rekomendasi untuk machine learning  ML  Kursus ini menjelajahi panduan  roadmap  untuk mengintegrasikan ML ke dalam proses bisnis Anda  menjelajahi persyaratan untuk menentukan apakah ML adalah solusi yang tepat untuk masalah bisnis  dan menjelaskan komponen apa saja yang diperlukan agar adopsi organisasi ML menjadi sukses Tingkat kursus  DasarDurasi  90 menitAktivitasKurikulum ini mencakup kursus yang berisi presentasi  video  dan penilaian pengetahuan Tujuan KurikulumDalam kurikulum ini  Anda akan belajar untuk Memahami dasar dasar machine learning untuk membantu mengevaluasi manfaat dan risiko yang terkait dengan pengadopsian ML dalam berbagai kasus bisnisMengidentifikasi data  waktu  dan persyaratan produksi agar proyek ML berhasilMenjelaskan cara mengadopsi organisasi untuk mencapai dan mempertahankan kesuksesan menggunakan MLSasaran pesertaKurikulum ini ditujukan untuk Pemimpin bisnis nonteknis dan pengambil keputusan bisnis lainnya yang  atau akan  terlibat dalam proyek MLPeserta program AWS Machine Learning Embark  dan workshop penemuan Machine Learning Solutions Lab  MLSL PrasyaratSebaiknya peserta kursus ini memiliki Pengetahuan dasar tentang komputer dan sistem komputerBeberapa pengetahuan dasar tentang konsep machine learningGaris besar kurikulumKursus 1  Introduction to Machine Learning  Art of the PossibleModul 1 Bagaimana cara machine learning membantu Mendefinisikan machine learningMenjelaskan loop umpan balik  flywheel  positif yang mendukung proyek MLMenjelaskan berbagai domain bisnis yang terkena dampak machine learningMenjelaskan potensi machine learning di pasar yang kurang dimanfaatkanModul 2  Bagaimana cara kerja machine learning Menjelaskan kecerdasan buatanMenjelaskan perbedaan antara kecerdasan buatan dengan machine learningModul 3 Apa saja masalah potensial pada machine learning Menjelaskan perbedaan antara model sederhana dan kompleksMemahami masalah yang tidak bisa dijelaskan dan tidak pasti dengan model machine learningModul 4 KesimpulanKursus 2  Planning a Machine Learning ProjectModul 1 Apakah solusi machine learning sesuai dengan masalah saya Menjelaskan cara menentukan apakah ML adalah solusi yang tepat untuk masalah bisnis AndaModul 2  Apakah data saya siap untuk machine learning Menjelaskan proses untuk memastikan bahwa data Anda siap untuk MLModul 3 Bagaimana machine learning akan berdampak pada lini masa proyek Menjelaskan cara ML memberi dampak pada lini masa proyekModul 4 Pertanyaan awal apa yang harus saya tanyakan dalam deployment Mengidentifikasi pertanyaan yang akan diajukan yang memengaruhi deployment MLModul 5 KesimpulanKursus 3  Building a Machine Learning Ready OrganizationModul 1 Bagaimana cara mempersiapkan organisasi saya untuk menggunakan ML Bagaimana cara mempersiapkan organisasi saya untuk menggunakan ML Bagaimana AWS dapat membantu saya Strategi lain apa yang bisa saya adopsi untuk memastikan keberhasilan organisasi Pendekatan pergeseran budaya mana yang berfungsi untuk organisasi saya Modul 2  Bagaimana cara mengevaluasi strategi data saya Bagaimana cara mengevaluasi strategi data saya Bagaimana cara meningkatkan strategi data saya Modul 3 Bagaimana cara menciptakan budaya pembelajaran dan kolaborasi Bagaimana cara menciptakan budaya pembelajaran dan kolaborasi Apa yang dimaksud dengan ilmuwan data Keterampilan apa yang harus dimiliki ilmuwan data Seperti apa tim ML pilot Peran pendukung apa lagi yang saya butuhkan Apa saja tanggung jawab utamanya Modul 4 Bagaimana cara memulai perjalanan ML saya Bagaimana cara memulai perjalanan ML saya Seperti apa perjalanan ML organisasi Apa contoh kasus bisnis untuk perkembangan organisasi Modul 5 Kesimpulan,Amazon Web Services,AWS Skill Builder,-1,Indonesian,-1.0,https://www.classcentral.com/course/machine-learning-essentials-for-business-and-tech-71747
46369,5878,,Amazon Elastic Block Store,Amazon Elastic Block Store (Amazon EBS) Primer (Indonesian),Amazon Elastic Block Store  Amazon EBS  adalah layanan penyimpanan blok berperforma tinggi yang mudah digunakan yang dirancang untuk digunakan dengan Amazon Elastic Compute Cloud  Amazon EC2  baik untuk beban kerja throughput dan transaksi yang intensif pada skala apa pun  Anda dapat menerapkan berbagai beban kerja di Amazon EBS  seperti basis data relasional dan non relasional  aplikasi perusahaan  aplikasi dalam container  mesin analitik data besar  sistem file  dan alur kerja media Anda dapat memilih berbagai jenis volume untuk menyeimbangkan harga dan kinerja yang optimal  Anda dapat mengubah jenis volume  menyetel kinerja  atau menambah ukuran volume tanpa mengganggu aplikasi penting Anda  sehingga Anda memiliki penyimpanan yang hemat biaya saat Anda membutuhkannya Dirancang untuk sistem yang mission critical  volume EBS direplikasi dalam Availability Zone dan dapat dengan mudah diskalakan hingga petabyte data  Selain itu  Anda dapat menggunakan Amazon EBS Snapshots dengan kebijakan siklus hidup otomatis untuk mencadangkan volume Anda di Amazon Simple Storage Service  Amazon S3  sekaligus memastikan perlindungan geografis data dan kelangsungan bisnis Anda Tingkat kursus  MenengahDurasi  1 5 jamCatatan  Kursus ini memiliki transkrip subtitle lokal  Narasi disampaikan dalam bahasa Inggris  Untuk menampilkan subtitle  klik tombol CC di sudut kanan bawah pemutar AktivitasKursus ini mencakup materi online  demonstrasi  latihan  pertanyaan tes pengetahuan  dan lab praktik langsung Tujuan kurikulumDalam kursus ini  Anda akan belajar cara Menjelaskan fitur dan manfaat Amazon EBSMendiskusikan kasus penggunaan umum dan praktis untuk Amazon EBSMembedakan jenis jenis volume Amazon EBSMenjelaskan opsi teknis dan spesifikasi kunci Amazon EBSMenguraikan struktur harga Amazon EBSMerangkum hubungan Amazon EBS dengan layanan AWS lainnyaMenjelaskan cara memantau volume Amazon EBSMenerapkan dan mengelola volume dan snapshot Amazon EBSAudiens yang ditujuKursus ini ditujukan untuk Arsitek cloudArsitek penyimpananDeveloperTeknisi operasiPrasyaratPeserta kursus ini disarankan Telah menyelesaikan kursus Getting Started with AWS StorageOutline kursus  Bagian 1  Gambaran umum kursus       Cara menggunakan kursus ini       Gambaran umum kursus  Bagian 2  Pengantar untuk memblokir penyimpanan       Apa itu penyimpanan blok   Bagian 3  Pengantar Amazon EBS       Gambaran umum Amazon EBS       Fitur dan manfaat       Kasus penggunaan  Bagian 4  Jenis penyimpanan Amazon EBS       Kinerja Amazon EBS       Jenis volume Amazon EBS       Memilih jenis volume Amazon EBS yang benar       Snapshot EBS  Bagian 5  Harga       Harga Amazon EBS       Latihan penetapan harga  Bagian 6  Arsitektur Amazon EBS       Arsitektur  Bagian 7  Integrasi dengan layanan AWS lainnya       Keamanan data       Cadangan AWS       Pemulihan Bencana CloudEndure dan Migrasi CloudEndure       Amazon CloudWatch  Bagian 8  Tes pengetahuan       Pertanyaan tes pengetahuan  Bagian 9  Sumber daya dan umpan balik       Sumber daya       Umpan balik,Amazon Web Services,AWS Skill Builder,-1,Indonesian,-1.0,https://www.classcentral.com/course/amazon-elastic-block-store-amazon-ebs-primer-indo-71752
46370,5879,,-1,CloudEndure Migration Training - Technical (Indonesian),Dalam kursus 1 5 jam ini  Anda akan mempelajari konsep  aristektur  serta implementasi utama CloudEndure Migration  Pelatihan langsung ini sangat dianjurkan jika Anda secara aktif mengerjakan proyek migrasi menggunakan CloudEndure Migration  atau membantu pelanggan dalam melakukannya Catatan  Kursus ini memiliki transkrip subtitle lokal  Narasi disampaikan dalam bahasa Inggris Untuk menampilkan subtitle  klik tombol CC di sudut kanan bawah pemutar Audiens yang DitujuKursus ini ditujukan untuk  Layanan Profesional  Arsitek Solusi  Teknisi Dukungan  Mitra teknologi AWS  Pelanggan AWSTujuan KursusDalam kursus ini  Anda akan mempelajari cara  Mengarahkan terminologi  UI  dan fitur teknologi Cloudendure Migration  Lakukan semua langkah dalam siklus hidup migrasi  termasuk konfigurasi dan konfigurasi proyek  pengujian  dan cutover  Mengidentifikasi akar penyebab masalah umum  seperti hilang prasyarat  yang dapat mencegah keberhasilan pelaksanaan dan replikasi PrasyaratKami merekomendasikan bahwa peserta kursus ini memiliki prasyarat sebagai berikut  Akses ke akun AWS  Akses ke akun CloudEndure Migration  Pendaftaran akun memberi Anda lisensi CloudEndure Migration tanpa biaya  Gunakan tautan ini untuk mendaftar  https migration register cloudendure com Metode PenyampaianKursus ini akan disampaikan melalui gabungan atas  Pelatihan teknis  Lab praktik langsungAktivitas LangsungKursus ini memungkinkan Anda menguji keterampilan baru dan mengaplikasikan pengetahuan pada lingkungan kerja melalui beragam latihan praktik Selama pelatihan  Anda akan diminta untuk melakukan semua langkah di akun AWS Anda sendiri seperti yang ditunjukkan Durasi30 menit 1 jam 0 hariKerangka KursusKursus ini mencakup konsep berikut ini  Fitur serta manfaat teknologi CloudEndure Migration  Siklus hidup CloudEndure Migration  Jaringan dan arsitektur CloudEndure Migration  Kunci Kesuksesan Implementasi  Pelatihan langsung   o CloudEndure Migration UI   o Daftar gratis lisensi CloudEndure Migration   o Persiapan dan konfigurasi proyek migrasi   o Instalasi Agen CloudEndure   o Pengadaan tes dan cutover,Amazon Web Services,AWS Skill Builder,-1,Indonesian,-1.0,https://www.classcentral.com/course/cloudendure-migration-training-technical-indonesi-71753
46391,5900,,-1,Planning an AWS Outposts Implementation (Indonesian),Dalam kursus ini  Anda akan belajar tentang perencanaan implementasi untuk AWS Outposts  termasuk persyaratan fasilitas  persyaratan jaringan  tanggung jawab keamanan Outposts  dan perencanaan tempat Anda menerapkan kode  Anda akan mempelajari cara kerja Outposts dengan AWS Cloud dan sistem on premise  Terakhir  Anda akan belajar tentang bagaimana Outposts terintegrasi dengan layanan AWS lainnya yang mungkin ingin Anda gunakan Catatan  Kursus ini memiliki transkrip subtitle lokal  Narasi disampaikan dalam bahasa Inggris  Untuk menampilkan subtitle  klik tombol CC di sudut kanan bawah pemutar Tingkat kursus  MenengahDurasi  80 menitAktivitasKursus ini mencakup pelajaran mandiri dalam Articulate Rise  video  dan pemeriksaan pengetahuan Tujuan kursusDalam kursus ini  Anda akan belajar Menjelaskan OutpostsMengingat dan menjelaskan model tanggung jawab bersama AWS dan perbedaannya untuk OutpostsMengidentifikasi persyaratan implementasi OutpostsMenjelaskan hubungan Outposts dengan Wilayah AWSMenggambarkan Outposts dan jaringan on premiseMenjelaskan persamaan dan perbedaan antara pengembangan Outposts dan pengembangan komputasi on premiseAudiens yang ditujuKursus ini ditujukan untuk Administrator DevOpsAdministrator SysOpsManajer fasilitasManajer jaringanManajer ITPrasyaratTidak adaKerangka kursusModul 1  Pengantar AWS OutpostsGambaran umum kursusGambaran umum dan kasus penggunaan OutpostsPrinsip prinsip implementasiModul 2  Memahami keamanan dan kepatuhanGambaran umum keamanan dan kepatuhan OutpostsModel tanggung jawab bersama AWS untuk OutpostsMengamankan OutpostsModul 3  Perencanaan fasilitasPersyaratan pusat data OutpostsProses instalasi dan persyaratan aksesModul 4  Perencanaan jaringanGambaran umum konektivitas solusi OutpostsHubungan Outposts dengan AWS CloudKonektivitas on premiseKonektivitas antara jaringan on premise dan Wilayah AWSModul 5  Merencanakan penerapan aplikasiLokasi layanan AWSDeployment aplikasi  Lokal vs  dalam wilayah,Amazon Web Services,AWS Skill Builder,-1,Indonesian,-1.0,https://www.classcentral.com/course/planning-an-aws-outposts-implementation-indonesia-71774
46406,5915,,Amazon Web Services (AWS),AWS Cloud Development Kit Primer (Indonesian),Kursus ini adalah kursus pengantar AWS Cloud Development Kit  AWS CDK  Kursus ini mengajarkan developer cara memodelkan  menyediakan  memodifikasi  dan menghapus sumber daya aplikasi cloud menggunakan bahasa pemrograman yang sudah dikenal  merancang komponen yang dapat digunakan kembali yang memenuhi persyaratan keamanan  kepatuhan  dan tata kelola organisasi  dan menggunakan objek  loop  dan kondisi untuk mempercepat dan menambahkan logika ke proses pengembangan dan deployment Anda Tingkat kurikulum  MenengahDurasi  1 5 jamAktivitasKurikulum ini menggunakan animasi  penelusuran dengan pemandu  lingkungan laboratorium lengkap  dan kegiatan eLearning lainnya yang sesuai Tujuan kurikulumPada kursus ini  Anda akan belajar Menyatakan tujuan AWS Cloud Development KitMenjelaskan komponen inti AWS CDKMenjelaskan konsep utama yang digunakan dengan AWS CDKBerinteraksi dengan antarmuka baris perintah AWS CDK untuk menyebarkan aplikasi atau tumpukanMendesain konstruksi untuk AWS CDKTarget pesertaKursus ini ditujukan untuk Developer perangkat lunak tingkat menengahPrasyaratPeserta kursus ini disarankan telah Terbiasa dengan layanan AWS termasuk AWS CloudFormationMenyelesaikan kursus Membangun di AWS atau kursus teknis yang setaraMemiliki sertifikasi Cloud Practitioner Essentials atau pengalaman yang setaraSatu tahun berperan sebagai developer yang membangun di AWSGaris besar kurikulumModul 1  Pengantar AWS Cloud Development KitModul 2  Kerangka kerja inti AWS CDKModul 3  Konsep AWS CDKModul 4  Bekerja dengan AWS CDK Toolkit  CLI Modul 5  Pengembangan AWS CDKModul 6  Pemecahan masalah bangunan AWS CDKModul 7  Rangkuman,Amazon Web Services,AWS Skill Builder,-1,Indonesian,-1.0,https://www.classcentral.com/course/aws-cloud-development-kit-primer-indonesian-71789
46407,5916,,-1,AWS Server Migration Service (SMS) Primer (Indonesian),Dalam kursus ini  Anda akan mempelajari penggunaan AWS Server Migration Service  AWS SMS  untuk memigrasi server atau mesin virtual VMware ke Amazon Web Services  AWS  Anda juga akan meninjau cara bermigrasi dari Microsoft Azure ke AWS  Kursus ini memberikan panduan langkah demi langkah atas seluruh proses migrasi dengan AWS SMS  Selesaikan pelatihan ini jika Anda ingin menggunakan AWS SMS atau mengerjakan proyek migrasi menggunakan AWS SMS secara aktif Tingkat kursus  MenengahDurasi  60 90 menitCatatan  Kursus ini memiliki transkrip subtitle lokal  Narasi disampaikan dalam bahasa Inggris  Untuk menampilkan subtitle  klik tombol CC di sudut kanan bawah pemutar AktivitasKursus ini mencakup presentasi  demonstrasi  dan video Tujuan kursusDalam kursus ini  Anda akan belajar untuk Menjelaskan kasus penggunaan di mana Anda dapat menggunakan AWS SMSMengonfigurasi Konektor Migrasi Server untuk memigrasikan mesin virtual  VM  VMware atau Azure ke AWSMelakukan proses penggunaan AWS SMS langkah demi langkahMenyiapkan replikasi server satu kali atau tambahan dari lingkungan sumber ke AWSMemigrasikan grup server sebagai aplikasi  dan mengotomatiskan peluncuran serta validasi aplikasi yang dimigrasikanSasaran pesertaKursus ini ditujukan untuk Pimpinan operasi dan arsitek solusi yang melakukan migrasi server ke cloudPrasyaratTidak ada,Amazon Web Services,AWS Skill Builder,-1,Indonesian,-1.0,https://www.classcentral.com/course/aws-server-migration-service-sms-primer-indonesia-71790
46408,5917,,Amazon Web Services (AWS),AWS IoT Security Primer (Indonesian),Keamanan adalah komponen penting dalam semua solusi Internet of Things  IoT  Karena data adalah inti dari perangkat IoT dan analitik  belajar menerapkan dan mengidentifikasi solusi yang aman adalah cara terbaik untuk secara proaktif memastikan keamanan data IoT Anda Dalam kursus ini  Anda akan mempelajari prinsip kunci dalam mengamankan solusi IoT  Melalui pengenalan  contoh  dan latihan praktik  Anda akan belajar tentang arsitektur dan desain IoT yang aman  cara memastikan autentikasi oleh perangkat tepercaya  cara membatasi perangkat yang terhubung agar hanya melakukan fungsi yang disetujui  dan cara menggunakan metode komunikasi aman yang dapat memastikan bahwa informasi mencapai sasaran yang diinginkan Anda akan mempelajari konsep keamanan yang digunakan dalam lingkungan IoT  dan melalui latihan interaktif dan demonstrasi  Anda dapat membangun pengetahuan dasar keamanan IoT sehingga Anda dapat membahas topik keamanan dan lebih terlibat dalam kursus jalur pembelajaran keamanan IoT lanjutan Tujuan kursusKursus ini dirancang untuk mengajari Anda cara Menjelaskan prinsip kunci yang sebaiknya diterapkan saat merancang solusi IoT yang amanMenjelaskan kerentanan umum dalam solusi IoTMerancang solusi IoT yang sederhana dan aman berdasarkan informasi yang diberikanMengidentifikasi kerentanan dalam solusi IoT fiktifMenjelajahi AWS Identity and Access Management  IAM  dan kebijakan IoT untuk memberikan otorisasi IoT yang amanMenjelaskan proses yang diperlukan untuk menyediakan komunikasi yang aman antara AWS IoT Core dan perangkat di lapanganMenjelaskan praktik terbaik AWS IoT yang disarankan untuk mendapatkan solusi IoT yang amanAudiens sasaran Kursus ini ditujukan untuk Pengambil keputusan bisnisArsitek keamananFleet ManagerTeknisi perangkatLini developer aplikasi bisnisPrasyaratSebaiknya peserta kursus ini sudah mengikuti IoT Foundation  TelemetryDaftar sekarangUbah tautan untuk langsung membuka aset yang sesuai di KikuKerangka kursusModul 1  Pengantar Keamanan IoTPengantar keamanan IoTIoT dan model tanggung jawab bersamaProgram kepatuhan AWSModul 2  ArsitekturMerancang arsitektur yang amanAWS Well Architected FrameworkPerangkat keras IoTLatihan bagi Peserta  Perpustakaan Universitas dan IoTModul 3  AutentikasiPengantar autentikasiSertifikatPengguna gabunganDemo  Buat dan kaitkan IoT thing dengan sertifikatPraktik terbaik untuk autentikasiModul 4  OtorisasiPengantar otorisasiIAM role dan IoTKebijakanDemo  Buat dan kaitkan kebijakan IoT dengan sertifikatPraktik terbaik untuk otorisasiModul 5  Mengamankan dataPengantar data dan komunikasi yang amanMengamankan komunikasiMengamankan data at restPengamanan data saat transitLatihan peserta  Desain manufaktur AWS IoTPraktik terbaik untuk mengamankan dataModul 6  PemantauanPengantar pemantauanAmazon CloudWatchAWS CloudTrailPengantar AWS IoT Device DefenderDemo  Memantau data IoT di Amazon CloudWatch dan AWS CloudTrailPraktik terbaik untuk pemantauan,Amazon Web Services,AWS Skill Builder,-1,Indonesian,-1.0,https://www.classcentral.com/course/aws-iot-security-primer-indonesian-71791
46409,5918,,-1,PostgreSQL Fundamentals: Explain (Indonesian),Audiens yang DitujuKursus ini ditujukan untuk Administrator basis dataDeveloper basis dataArsitek basis dataInsinyur basis dataTujuan KursusDalam kursus ini  Anda akan mempelajari cara Menggunakan Explain di PostgreSQLPrasyaratPeserta dalam kursus ini disarankan memenuhi prasyarat berikut ini Mengambil kursus Dasar Dasar PostgreSQLPemahaman basis data relasionalPemahaman tentang psqlMetode PenyampaianKursus ini dilaksanakan melalui Pelatihan digitalDurasi30 menitKerangka KursusKursus ini akan membahas konsep konsep berikut ExplainExplain AnalyzeExplain dengan Beberapa tingkatanMendiagnosis masalah performaPilihan Explain,Amazon Web Services,AWS Skill Builder,-1,Indonesian,-1.0,https://www.classcentral.com/course/postgresql-fundamentals-explain-indonesian-71792
46411,5920,,-1,AWS Snowball Edge Logistics and Planning (Indonesian),Kursus ini membahas logistik untuk pekerjaan Snowball Edge  dan perencanaan kerja  Topik topik logistik memperkenalkan siswa dengan ketersediaan  praktik pengiriman  dan harga AWS Snowball Edge untuk membantu mereka memahami logistik dan biaya terkait pekerjaan Snowball Edge untuk tujuan perencanaan  Siswa diberikan kesempatan untuk menerapkan informasi tentang logistik dan praktik di skenario kasus penggunaan  Topik topik perencanaan kerja memperkenalkan siswa dengan perencanaan akses dan jaringan  merencanakan pekerjaan transfer data besar  merencanakan bukti konsep  dan perencanaan komputasi Audiens yang DitujuKursus ini ditujukan untuk Administrator cloudAdministrator penyimpananArsitek CloudTeknisi migrasiTujuan KursusDalam kursus ini  Anda akan mempelajari cara Mengidentifikasi di mana perangkat AWS Snowball Edge dapat digunakanMenerapkan larangan dan pembatasan pengiriman AWS Snowball Edge berdasarkan Wilayah AWSMendiskusikan komponen harga AWS Snowball EdgeMenjelaskan model harga jangka panjangMengidentifikasi persyaratan jaringan  infrastruktur  dan aksesMenjelaskan transfer data dan persyaratan akses dataMendiskusikan persiapan set data dan kegiatan transfer dataMenjelaskan kegiatan persiapan komputasi Amazon EC2  Amazon EBS  dan AWS LambdaMengilustrasikan tindakan persiapan untuk masing masing jenis pekerjaan Snowball EdgePrasyaratPeserta dalam kursus ini disarankan memenuhi prasyarat berikut ini Telah menyelesaikan kursus Memulai AWS Snowball EdgeKeterampilan penyimpanan fisik dan cloud dasarKeterampilan AWS dasar  setara dengan sertifikasi CPE Pengetahuan umum tentang Amazon Simple Storage Service  Amazon S3 Pengetahuan umum tentang Amazon Elastic Compute Cloud  Amazon EC2 Pengetahuan umum tentang Amazon Elastic Block Store  Amazon EBS Pengetahuan umum tentang AWS LambdaPengetahuan umum tentang AWS Key Management Service  AWS KMS Metode PenyampaianKursus ini dilaksanakan melalui Pelatihan digitalDurasi85 menitKerangka KursusKursus ini akan membahas konsep konsep berikut Modul Satu  Logistik AWS Snowball EdgeKetersediaan AWS Snowball EdgeLinimasa pemrosesan AWS Snowball EdgeMemahami harga AWS Snowball EdgeModul Dua   Perencanaan Kerja AWS Snowball EdgeKomponen perencanaan umumPerencanaan transfer dataPertimbangan perencanaan kerja lainnya,Amazon Web Services,AWS Skill Builder,-1,Indonesian,-1.0,https://www.classcentral.com/course/aws-snowball-edge-logistics-and-planning-indonesi-71794
