,Unnamed: 0.1,Unnamed: 0,Subject,Course Title,Description,Institute,Provider,Instructor,Language,Rating,Course_Link
54,54,54.0,Programming,Introduction à la programmation orientée objet (en Java),Ce cours introduit la programmation orient e objet  encapsulation  abstration  h ritage  polymorphisme  en l'illustrant en langage Java  Il pr suppose connues les bases de la programmation  variables  types  boucles  fonctions    Il est con u comme la suite du cours   Initiation   la programmation  en Java    Comme son pr d cesseur  ce cours s'appuie  sur de nombreux  l ments p dagogiques   vid os sous titr es  quizz dans et hors vid os  exercices  devoirs not s automatiquement  notes de cours ,École Polytechnique Fédérale de Lausanne,Coursera,Jamila Sam,French,4.8,https://www.classcentral.com/course/intropoojava-441
123,124,124.0,Java,Initiation à la programmation (en Java),Ce cours initie aux bases de la programmation en utilisant le langage Java   variables  boucles  fonctions    Il ne pr suppose pas de connaissance pr alable  Les aspects plus avanc s  programmation orient e objet  sont donn s dans un cours suivant   Introduction   la programmation orient e objet  en Java   Il s'appuie  sur de nombreux  l ments p dagogiques   vid os sous titr es  quizz dans et hors vid os  exercices  devoirs not s automatiquement  notes de cours ,École Polytechnique Fédérale de Lausanne,Coursera,"Jamila Sam, Vincent Lepetit and Jean-Cédric Chappelier",French,4.8,https://www.classcentral.com/course/initprogjava-643
124,125,125.0,C++,Initiation à la programmation (en C++),Ce cours initie aux bases de la programmation en utilisant le langage C    variables  boucles  fonctions    Il ne pr suppose pas de connaissance pr alable  Les aspects plus avanc s  programmation orient e objet  sont donn s dans un cours suivant   Introduction   la programmation orient e objet  en C   Il s'appuie  sur de nombreux  l ments p dagogiques   vid os sous titr es  quizz dans et hors vid os  exercices  devoirs not s automatiquement  notes de cours ,École Polytechnique Fédérale de Lausanne,Coursera,"Jamila Sam, Vincent Lepetit and Jean-Cédric Chappelier",French,4.8,https://www.classcentral.com/course/initprogcpp-644
133,134,134.0,Philosophy,Calvin - Histoire et réception d'une Réforme,Course in French with English subtitles    Ce cours introduit   la vie et   la pens e du r formateur Jean Calvin  1509 1564  ainsi qu  son influence sur le monde moderne et contemporain  La d marche propos e se veut critique  il ne s agit ni de canoniser ni de condamner Calvin  mais de comprendre sa pens e avec toute la distance requise et d en analyser les enjeux   Au cours de la premi re semaine  nous explorerons les principales  tapes de la vie de Calvin  Les semaines 2 et 3 seront consacr es   l tude de sa pens e th ologique et de son  thique  Enfin  lors des semaines 4 et 5  nous nous interrogerons sur la diffusion du calvinisme dans le monde et la pertinence actuelle de la pens e de Calvin     This course is an introduction to the life and thought of the reformer John Calvin  1509 1564  and to his influence on the modern and contemporary world  The approach we develop is critical   we intend neither to canonize nor to condemn Calvin or his thought  Our goal  rather  is to avoid any rash evaluation in order to understand his thought and analyze the issues at stake in it   During five weeks  we will explore together the life and work of the Reformer  During the first week  we will study the main aspects of Calvin s life  Weeks 2 and 3 will focus on his theology and his ethics  During the last two weeks  weeks 4 and 5  we will ponder how Calvinism became a worldwide phenomenon and ask ourselves what kind of relevance Calvin s thought may still have today ,University of Geneva,Coursera,"Christophe Chalamet, Michel Grandjean, François Dermange and Sarah Nicolet",French,4.8,https://www.classcentral.com/course/calvin-659
148,151,151.0,Foundations of Mathematics,Initiation à la théorie des distributions,Une fonction discontinue peut elle  tre solution d'une  quation diff rentielle  Comment d finir rigoureusement la masse de Dirac  une  fonction  d'int grale un  nulle partout sauf en un point  et ses d riv es  Peut on d finir une notion de  d riv e d'ordre fractionnaire   Cette initiation aux distributions r pond   ces questions   et   bien d'autres ,École Polytechnique,Coursera,François  Golse and Yvan Martel,French,4.8,https://www.classcentral.com/course/distributions-691
193,196,196.0,Mechanical Engineering,Analyse numérique pour ingénieurs,Ce cours contient les 7 premiers chapitres d'un cours donn  aux  tudiants bachelor de l'EPFL  Il est bas  sur le livre  Introduction   l'analyse num rique  J  Rappaz M  Picasso  Ed  PPUR  Des outils de base sont d crits dans les 5 premiers chapitres  Les deux derniers chapitres abordent la question de la r solution num rique d' quations diff rentielles  Plus pr cisement  nous allons  tudier les chapitres suivants du livre        Chapitre 1   interpolation  comment approcher une fonction par un polyn me      Chapitre 2   comment approcher des d riv es par des formules de diff rences finies      Chapitre 3   comment approcher des int grales par des formules de quadrature      Chapitres 4 5 6   comment r soudre des  grands  syst mes lin aires      Chapitre 8   comment r soudre des  quations et syst mes d quations nonlin aires      Chapitre 9   comment approcher la solution d une  quations diff rentielle  probl me   valeur initiale      Chapitre 10   comment approcher la solution d un probl me aux limites unidimensionnel par une m thode de diff rences finies   Un cours de deux heures est donc remplac  par des  video lectures  ainsi que les  quiz  correspondant  L'heure d'exercices est remplac e par un  exercice  o  vous devrez faire des exp riences num riques avec un programme matlab ou octave  et d montrer des r sultats th oriques  peer review  Un questionnaire a choix multiple aura lieu   la fin du cours  30  de la note   Il faut obtenir 60  de la note pour avoir le  Course Certificate   Pour les  tudiants EPFL  les heures de cours selon l'horaire is academia sont maintenues  Vous devez visionner les  video lectures  de la semaine et faire les  quiz  avant l'heure de cours  Lors de la premi re heure de cours  je r soudrai l'exercice th orique  cet exercice theorique sera propos  comme  peer review  pour les  tudiants externes  Une question du m me type pourrait  tre pos e lors de l'examen de juin  Lors de la deuxi me heure de cours  je r pondrai aux questions et je vous aiderai   faire l' exercice  si n cessaire   Le temps de travail estim  est le suivant  Il faut compter deux heures pour visualiser les  video lectures  et r pondre aux  quiz  Il faut compter une heure pour faire l' exercice  qui demande de compl ter un programme matlab  ou octave  et une heure pour faire l'exercice th orique  peer review  soit cinq heures en tout  Apr s ces cinq heures  vous devriez avoir acquis la mati re ,École Polytechnique Fédérale de Lausanne,Coursera,Marco Picasso,French,4.5,https://www.classcentral.com/course/analysenumerique-846
194,197,197.0,C++,Introduction à la programmation orientée objet (en C++),Ce cours introduit la programmation orient e objet  encapsulation  abstration  h ritage  polymorphisme  en l'illustrant en langage C  Il pr suppose connues les bases de la programmation  variables  types  boucles  fonctions    Il est con u comme la suite du cours   Initiation   la programmation  en C    Comme son pr d cesseur  ce cours s'appuie  sur de nombreux  l ments p dagogiques   vid os sous titr es  quizz dans et hors vid os  exercices  devoirs not s automatiquement  notes de cours ,École Polytechnique Fédérale de Lausanne,Coursera,"Vincent Lepetit, Jean-Cédric Chappelier and Jamila Sam",French,4.8,https://www.classcentral.com/course/intropoocpp-849
195,198,198.0,Statistics & Probability,Aléatoire : une introduction aux probabilités - Partie 1,Ce cours d'introduction aux probabilit s a la m me contenu que le cours de tronc commun de premi re ann e de l' cole polytechnique donn  par Sylvie M l ard   Le cours introduit graduellement la notion de variable al atoire et culmine avec la loi des grands nombres et le th or me de la limite centrale    Les notions math matiques n cessaires sont introduites au fil du cours et de nombreux exercices corrig s sont propos s   Ce cours propose aussi une introduction aux m thodes de simulations des variables al atoires comme la m thode de Monte Carlo  Des exp riences num riques interactives sont  galement mises   votre disposition pour vous permettre de visualiser diverses notions ,École Polytechnique,Coursera,Sylvie Méléard and Jean-René Chazottes,French,4.5,https://www.classcentral.com/course/probas1-852
277,280,280.0,Engineering,L'art des structures 1 : Câbles et arcs,L'art des structures propose une d couverte du fonctionnement des structures porteuses  telles que les b timents  les toitures ou les ponts  Ce cours pr sente les principes du dimensionnement et les structures en c bles et en arcs  Un deuxi me cours pr sente les structures en treillis  en poutres et en cadres   Apr s avoir suivi ce cours  vous serez capable d'identifier les structures en c ble  en arc et en arc et c ble  Vous pourrez d terminer les efforts dans les  l ments de structure principaux et proc der au choix de leurs dimensions en fonction du mat riau de construction choisi   Votre ma trise des constructions de statique graphique ainsi que de l'applet de calcul i Cremona vous permettra de comparer diverses solutions et de choisir la forme la plus appropri e pour un type de structure donn  De mani re g n rale  vous pourrez  en observant les structures autour de vous  reconna tre leur mode de fonctionnement  expliquer le choix de leurs dimensions et de leurs proportions ,École Polytechnique Fédérale de Lausanne,Coursera,Olivier Burdet and Aurelio Muttoni,French,4.9,https://www.classcentral.com/course/structures-1187
283,286,286.0,Electrical Engineering,Comprendre les Microcontroleurs,Ce cours donne les bases th oriques et pratiques n cessaires   une bonne compr hension et utilisation des microcontr leurs  De nombreux exemples seront abord s  Des exercices seront propos s  compatibles avec les cartes   microcontr leurs Arduino ou LaunchPad MSP430G ,École Polytechnique Fédérale de Lausanne,Coursera,Jean-Daniel Nicoud and Pierre-Yves Rochat,French,4.7,https://www.classcentral.com/course/microcontroleurs-1238
294,297,297.0,Urban Planning,Villes africaines I: Introduction à la planification urbaine,Le cours permet d'apprendre les bases de la planification urbaine   travers ses dimensions techniques  environnementales  sociales   conomiques et symboliques   Le cours parle uniquement des villes africaines et m me si celles ci ont valeurs d'exemple pour les ville du Sud  voire toutes les villes  nous nous effor ons   remettre les probl matiques dans un contexte africain ,École Polytechnique Fédérale de Lausanne,Coursera,Jérôme Chenal,French,4.8,https://www.classcentral.com/course/villes-africaines-1-1282
295,298,298.0,Mathematics,Introduction à la théorie de Galois,Le cours expose la th orie de Galois  du classique crit re de non r solubilit  des  quations polynomiales aux m thodes plus avanc es de calcul de groupes de Galois par r duction modulo un nombre premier   Le th me g n ral de cette th orie est l' tude des racines d'un polyn me et concerne en particulier la possibilit  de les exprimer   partir des coefficients de ce polyn me  Evariste Galois consid re les sym tries de ces racines et associe ainsi   ce polyn me un groupe de permutations de ses racines  que l'on appelle maintenant son groupe de Galois  Il d gage   cette occasion pour la premi re fois  dans ce cadre  la notion de groupe  maintenant omnipr sente en math matiques  Son  tude lui permet d'expliquer pourquoi les racines d'une  quation prise au hasard ne s'expriment en g n ral pas par des formules alg briques faisant intervenir ses coefficients   partir du degr  5  un r sultat d montr  auparavant par Abel  Plus g n ralement  l' tude du groupe de Galois du polyn me permet de dire exactement quand une telle formule existe  C'est ce que l'on appelle la correspondance de Galois   elle relie d'une part la th orie des corps  d'autre part la th orie des groupes Ce cours expliquera cette th orie en n'utilisant que des r sultats de base d'alg bre lin aire  Nous  tudierons d'un c t  la th orie des corps  c'est dire la fa on dont les corps s'embo tent les uns dans les autres  en introduisant la notion de nombre alg brique  essentiellement les racines de polyn mes  D'un autre c t  nous introduirons les  l ments n cessaires   l' tude des groupes de permutations  Cela nous permettra d'expliquer la th orie de Galois  non seulement dans son cadre d'origine  c'est dire quand les coefficients du polyn me sont des nombres entiers  mais aussi dans un cadre plus g n ral  par exemple lorsqu'on r duit ces coefficients modulo un nombre premier p   Le cours culminera avec une comparaison des groupes de Galois dans ces deux situations   enti re   et apr s r duction modulo p  fournissant ainsi un outil de calcul puissant de ces groupes   Ce cours est l'occasion d'aborder des notions d'alg bre vari es  essentielles dans de nombreux domaines des math matiques  de mani re tr s simple pour tr s rapidement aboutir   des r sultats tout   fait remarquables  Nous n'avons pas cherch  la g n ralit  maximale mais au contraire   aller rapidement   l'essentiel en utilisant le minimum de formalisme abstrait  Le FLOTeur int ress  sera alors arm  pour aller plus loin  notamment gr ce   la bibliographie ou   des cours plus avanc s ,École normale supérieure,Coursera,Olivier Debarre and Yves Laszlo,French,4.8,https://www.classcentral.com/course/introgalois-1298
303,306,306.0,Entrepreneurship,Effectuation : l'entrepreneuriat pour tous,L objectif du cours est de faire d couvrir l effectuation  qui est la logique d action utilis e par les entrepreneurs experts  r v l e par les travaux pionniers de la chercheuse am ricano indienne Saras Sarasvathy  Le cours vous montrera que l entrepreneuriat n est pas r serv    des super h ros  mais au contraire accessible   tous  Il vous pr sentera les cinq principes d action utilis s par les entrepreneurs experts vous permettant  vous aussi  de vous lancer ,EMLYON Business School,Coursera,Philippe Silberzhan,French,4.7,https://www.classcentral.com/course/effectuation-1331
335,338,338.0,Sports,"Dopage : Sports, Organisations et Sciences",L'objectif du cours est de permettre une compr hension distanci e du dopage  C est pour atteindre cet objectif que le cours s appuie sur une approche pluridisciplinaire qui constitue une opportunit  d'observer comment diverses disciplines abordent un m me objet  selon diff rents angles et de mani re compl mentaire  Il s'agit  galement de donner des rep res permettant d'appr hender le dopage dans sa complexit   Le dopage dans le sport est une pratique complexe dont la d finition et l'identification renvoient   la construction sociale et historique de normes    Le cours propose une clarification des processus qui ont conduit   l'usage et la prohibition des produits dopants  L'am lioration des performances ou les transformations des apparences sont deux aspects du dopage qui d rangent alors que pourtant les soci t s vantent les m rites de  l'am lioration  du corps et que les march s du  human enhancement  prosp rent  Ces apparentes contradictions seront analys es en montrant que  au del  des questions sanitaires  le dopage est au croisement de multiples enjeux sociaux  scientifiques ou encore juridiques   Pour y faire face  les autorit s sportives et  tatiques ont contribu    la mise en place d institutions en charge de l'identification du dopage  de politiques de pr vention  de r pression et de recherche  Les dispositifs biologiques de contr le comme le passeport biologique  les dimensions juridiques qui fondent la lutte contre le dopage  les organisations de production de la performance  comme les dimensions sociologiques du dopage seront abord s par ce cours   Outre les enseignants de l Universit  de Lausanne  les meilleurs sp cialistes du dopage  d un laboratoire antidopage  LAD  du TAS  Tribunal Arbitral du Sport  de l UEFA  football  et de l AMA  Agence Mondiale Antidopage  interviennent dans ce cours    Teaser  https www youtube com watch v 70ZQVQsWAdo   Objectifs p dagogiques principaux    A la fin de ce cours les participants seront capables de   1 Identifier la dimension   culturelle   du dopage  c est dire comme pratique qui a une histoire en lien avec la transformation de normes sociales  2 Passer d un mode de raisonnement binaire sur le dopage  pour ou contre    la compr hension de la complexit  d un ph nom ne   la fois biologique  psychologique et sociologique  3 Reconna tre les institutions  les acteurs et les pratiques de lutte contre le dopage  4 Expliquer comment le contexte social et organisationnel p se sur les d cisions des individus et comment il peut  tre r duit par des mesures de pr vention    5 Identifier comment fonctionne la lutte contre le dopage et les proc dures de contr le,University of Lausanne,Coursera,Fabien Ohl,French,4.7,https://www.classcentral.com/course/dopage-1400
393,56,56.0,Economics,Originalité et modernité du mutualisme,Bienvenue dans ce MOOC qui a  t  con u pour vous accompagner dans l exploration de l originalit  et de la modernit  des mutuelles    Que vous soyez salari  ou  lu d une mutuelle  que vous envisagiez de travailler dans ce secteur ou que vous soyez un soci taire impliqu  soucieux de comprendre ce qui se cache derri re la diff rence mutualiste  ce qui caract rise les mutuelles  en quoi elles sont originales et pourquoi les mutuelles sont plus que jamais des vecteurs privil gi s d innovation sociale  ce MOOC est fait pour vous    Le parcours de formation que vous allez suivre s articule autour de 4  pisodes   Episode 1  L assurance  fonctions  conomiques et sociales Episode 2  La mutuelle  une fa on diff rente d assurer les biens et les personnes Episode 3  La mutuelle  un acteur engag  dans la soci t  Episode 4  La mutuelle face aux d fis du XXI me si cle  Ce que nous vous proposons avec ce MOOC  con u en partenariat avec la MACIF  c'est de d couvrir l ensemble de ces sujets au travers du t moignage de nombreux dirigeants de mutuelles et d'experts  En fonction de vos objectifs et de vos centres d int r t prioritaires  vous pourrez adapter votre parcours en choisissant les interventions qui y r pondent le mieux   A l'issue de ce MOOC  vous serez capable de     Expliquer les fondamentaux de l assurance   comment elle a  merg  comment elle fonctionne  les grands jalons qui ont marqu  son histoire  le panorama de ses principaux acteurs aujourd hui   Identifier les sp cificit s de la gouvernance du mod le mutualiste et l environnement r glementaire mouvant dans lequel il  volue   Expliquer en quoi les mutuelles sont des assureurs   pas comme les autres   comment ils s engagent au b n fice de la soci t    D crire comment les mutuelles se positionnent face aux grands d fis du XIX me si cle  vieillissement et d pendance  changement climatique  gestion des donn es personnelles et digitalisation  nouvelles formes de mobilit  et d habitat  Bonne d couverte   tous   Thierry Sibieude  professeur ESSEC  titulaire de la Chaire Innovation et Entrepreneuriat Social,ESSEC Business School,Coursera,Thierry Sibieude,French,4.6,https://www.classcentral.com/course/originalite-et-modernite-du-mutualisme-11543
485,151,151.0,Sociology,Regards croisés sur les migrations, La migration fait partie de l ADN de l humanit  La migration est une r ponse normale aux d fis  conomiques  politiques  sociaux et environnementaux  Tant qu il y aura des diff rentiels de d veloppement et de d mocratie sur notre plan te  il y aura des mouvements migratoires  Ces mots sont de Fran ois Cr peau  le Rapporteur sp cial des Nations Unies sur les droits de l'homme des migrants  Pourtant  les discours sur les migrations sont rarement positifs  Les informations parlent d afflux de migrants  de mesures prises pour limiter les migrations  et livrent des images fortes sur les personnes en fuite sur les routes ou sur la mer  Pas un jour ne se passe sans que l actualit  ne nous confronte   des questions complexes li es aux migrations   Le sujet est omnipr sent dans les m dias  dans la politique  dans les discussions familiales  et pourtant  il est largement m connu   Ce cours offre des regards crois s  interdisciplinaires  sur diff rentes th matiques transversales li es aux migrations  Une dizaine de professeurs et de chercheurs en sciences humaines  issus de 6 facult s diff rentes  sont   l origine de ce programme  anthropologues   conomistes  d mographes  juristes  sociologues et psychologues  Ils s associent   des experts belges et internationaux pour informer   changer et raisonner les questions que posent les migrations   Confrontez votre regard   celui de ces experts autour des questions suivantes    Quels sont les avantages des migrations pour les pays d accueil  Est il permis de refouler les migrants aux fronti res  Les migrations sont elles positives pour l conomie  Comment les familles de migrants vivent elles la migration   Vous apprendrez   rep rer les pr jug s et st r otypes    d coder les r cits m diatiques pour pouvoir analyser les ph nom nes des migrations de mani re plus critique ,Université catholique de Louvain,edX,"Sylvie Sarolea, Frédéric Docquier, Jacinthe Mazzocchetti, Laura Merla, Bruno Schoumaker and Vincent Yzerbyt",French,-1.0,https://www.classcentral.com/course/edx-regards-croises-sur-les-migrations-11737
507,173,173.0,Google Cloud Platform (GCP),Google Cloud Fundamentals: Core Infrastructure en Français,Ce cours pr sente des concepts et des termes   conna tre pour exploiter Google Cloud Platform  GCP  Vous y d couvrirez et y comparerez de nombreux services informatiques et services de stockage disponibles sur Google Cloud Platform  tels que Google App Engine  Google Compute Engine  Google Kubernetes Engine  Google Cloud Storage  Google Cloud SQL et BigQuery  Vous y d couvrirez aussi d'importants outils de gestion des ressources et des r gles  comme la hi rarchie de Google Cloud Resource Manager et Google Cloud Identity and Access Management  Des ateliers pratiques vous permettront d'acqu rir les comp tences fondamentales dont vous aurez besoin pour exploiter GCP   Remarque     Les services Google ne sont pas disponibles en Chine pour le moment ,Google Cloud,Coursera,Google Cloud Training,French,4.7,https://www.classcentral.com/course/gcp-fundamentals-fr-11779
690,356,356.0,Robotics,Le robot Thymio comme outil de découverte des sciences du numérique,Le cours est structure en six chapitres  Le premier est dedi  aux concepts de base en informatique et en robotique  Le deuxieme chapitre permet d'avoir une introduction au robot Thymio  Les chapitres 3  4 et 5 introduisent la programmation du robot a travers differents environnements de complexit  croissante  Le chapitre 6  enfin  montre la mise en pratique en classe des  l ments pr sent s dans les chapitres pr c dents ,École Polytechnique Fédérale de Lausanne,edX,"Francesco Mondada, Didier Roy, Emmanuel Page, Morgane Chevalier, Frédérique Lazzarotto, Joël Rivet and Evgeniia Bonnet",French,-1.0,https://www.classcentral.com/course/edx-le-robot-thymio-comme-outil-de-decouverte-des-sciences-du-numerique-12062
691,357,357.0,Disease & Disorders,Introduction a l'immunologie,Le but de cet enseignement est de faire comprendre comment fonctionne notre syst me immunitaire et son r le dans la lutte contre les agents infectieux   Les  tudiants serontiniti s aux composants cellulaires et mol culaires des r ponses immunitaires inn e et adaptative  cellules NK  neutrophiles  cellules B et T  peptides antimicrobiens  compl ment  anticorps  cytokines   Ils conna tront dans les grandes lignes l'organisation des tissus lympho des primaires  moelle osseuse  thymus  et secondaires  rate  n uds lymphatiques  et seront capables d'expliquer comment ces structures permettent la g n rationd un r pertoire diversifi  de cellules B et T Les  tudiants seront en mesure de comprendre comment les composants du syst me immunitaire sont capables de reconna tre et de cibler les agents infectieux sans s attaquer au soi  Ils apprendront les s quences d v nements menant   une r ponse immunitaire de type T ou B   Les principales techniques immunologiques telle que le test ELISA  le Western blot  et la cytom trie de flux  FACS  seront introduites  Les  tudiants seront amen s   appliquer leurs connaissances en immunologie   des questions de sant  humaine  notamment   la vaccination  l'allergie  les maladies auto immunes  la transplantation et l immunoth rapie ,École Polytechnique Fédérale de Lausanne,edX,"Claudine Neyen, Adrian Duval and Bruno Lemaitre",French,4.0,https://www.classcentral.com/course/edx-introduction-a-l-immunologie-12063
704,370,370.0,Entrepreneurship,Be entrepreneurial in Cultural Industries in the digital age,INTRODUCTION   Understanding the contours of cultural industriesIdentify the major economic issues of CI and entrepreneurial potentialObserve the changes in cultural consumptionCapture the reconfiguration of content and creationTHINK ABOUT THE MODEL OF YOUR COMPANYACT ON THE EFFICIENT LEVERS OF FINANCINGPromote  disseminate  distribute cultural property to the publicFrom entrepreneur to enterprise director   the toolbox,Institut d'Etudes Politiques de Paris,Coursera,Sana De Courcelles,French,4.1,https://www.classcentral.com/course/entrepreneurial-culture-digital-age-12080
705,371,371.0,Entrepreneurship,Entreprendre dans les Industries Culturelles à l'ère du numérique,INTRODUCTION   Appr hender les contours des industries culturellesCerner les grands enjeux  conomiques des IC et le potentiel entrepreneurial  OBSERVER LES MUTATIONS DES CONSOMMATIONS CULTURELLESSAISIR LA RECONFIGURATION DES CONTENUS ET DE LA CREATIONPENSER LE MODELE DE SON ENTREPRISEACTIONNER LES BONS LEVIERS DE FINANCEMENTSPromouvoir  diffuser  distribuer les biens culturels aux publics  De l'entrepreneur au dirigeant d'entreprise   la bo te   outils de l'entrepreneuriat culturel,Institut d'Etudes Politiques de Paris,Coursera,Sana De Courcelles,French,4.6,https://www.classcentral.com/course/entreprendre-culture-12081
713,379,379.0,Management & Leadership,L'innovation managériale en pratique,Hackathon  design thinking  codev  open innovation  co design  sociocratie  adhocratie  intelligence collective  shadow cabinet  atelier participatifs  entreprise lib rante sont autant de dispositifs et pratiques qui illustrent les nouvelles mani res de manager et de penser les fonctionnements collaboratifs des organisations   Ce MOOC d finit la notion d innovation manag riale  non pas comme une mode  mais comme un processus qui vise   faire  voluer les pratiques manag riales en liens avec les enjeux des entreprises et les attentes soci tales   Les objectifs de ce MOOC sont       d avoir une d finition de l innovation manag riale   de dissocier innovation manag riale et modes   d avoir de nombreux exemples d innovations manag riales en entreprises   de conna tre les dispositifs d innovation manag riale les plus diffus s   de pouvoir d ployer un processus d innovation manag riale dans les organisations,ESSEC Business School,Coursera,David AUTISSIER,French,4.6,https://www.classcentral.com/course/innovation-manageriale-12095
716,382,382.0,Religion,Violences et religions,La question   violences et religions   est d actualit  et pas seulement depuis les attentats d Al Qa da ou de Daech  Pour bien la comprendre  ce cours propose de prendre du recul et de l envisager sous un angle historique et comparatiste  Le domaine concern   tant l espace euro m diterran en  ce sont essentiellement le christianisme et l islam qui seront trait s  quelques s quences sont  galement consacr es au juda sme  Notre approche commencera avec quelques uns des textes les plus difficiles de la Bible et du Coran puis vous entra nera dans un survol historique   christianisation de l Europe et islamisation du monde m diterran en  avec leurs cort ges de contraintes religieuses   r pression des h r sies  croisades  statut des minorit s dans le monde arabo musulman   guerres de religion en Europe  puis tentatives d tablir la libert  de conscience   l islam moderne  et ses courants r formistes  du wahhabisme   la Nahda  Lumi res    r flexions et d fis d aujourd hui  avec le concours de plusieurs personnalit s du monde de la philosophie  du droit  de la psychanalyse  de la th ologie  Ce cours fait appel   25 sp cialistes de Suisse  de France  de Belgique  du Canada et du Maroc  Quelques uns s expriment en arabe  mais la grande majorit  des s quences est en fran ais  les s quences sont int gralement sous titr es en fran ais et en arabe    Objectifs d apprentissage g n raux Au terme du parcours  l tudiant e  sera capable de    poser le probl me des liens entre violence et religion  mesurer l int r t d une approche historico critique de la question   violences et religions    noncer  dans leurs grandes lignes  quelques positions de penseurs chr tiens et musulmans sur la violence  identifier les facteurs  notamment politiques  qui g n rent la violence religieuse  comprendre comment la libert  de conscience contribue   r soudre le probl me de la violence religieuse  formuler une appr ciation personnelle et argument e sur la violence dans l histoire du christianisme et de l islam,University of Geneva,Coursera,Michel Grandjean,French,4.7,https://www.classcentral.com/course/violences-religions-12099
776,442,442.0,Physics,D'un infini à l'autre - Voyages de l'infiniment grand à l'infiniment petit,Partez   la d couverte de l'infiniment petit et de l'infiniment grand  en compagnie de physiciens et de physiciennes qui vont vous faire d couvrir les liens entre la structure de la mati re aux distances les plus petites et l'organisation de l'Univers aux distances les plus grandes ce jour  et entre les outils scientifiques utilis s pour les  tudier  Vous d couvrirez que de nombreux messagers venus de notre Univers  le photon  les neutrinos  ou encore les rayons cosmiques  sont aussi des objets d'int r t pour les physiciens qui  tudient la mati re aux  chelles les plus petites  Vous verrez aussi que l'histoire de l'Univers  comme la formation de la mati re et la disparition de l'antimati re  peut  tre comprise gr ce aux progr s de l'infiniment petit  Notre compr hension des deux infinis peut ainsi progresser harmonieusement  chaque infini s'appuyant sur les avanc es et les outils de l'autre   Ce cours en fran ais fait partie du MOOC  Voyages de l'infiniment grand   l'infiniment petit  con us par des physiciens et des physiciennes du Labex P2IO  Physique des 2 Infinis et des Origines  regroupant des laboratoires de physique de l'infiniment grand et de l'infiniment petit situ s   Orsay et Saclay  Les diff rents parcours de ce MOOC vous montreront les connaissances et les  nigmes de l'infiniment grand et de l'infiniment petit  les relations que ces deux infinis entretiennent  et les liens de ces d couvertes avec la soci t     https www coursera org learn physique 2 infinis infiniment petit https www coursera org learn physique 2 infinis infiniment grand https www coursera org learn physique 2 infinis liens https www coursera org learn physique 2 infinis et nous  Le MOOC  Voyages de l'infiniment grand   l'infiniment petit  a  t  con u avec le soutien financier du Labex P2IO  Physique des 2 Infinis et des Origines  pr sent  sur www labex p2io fr,École Polytechnique,Coursera,"Sebastien Descotes-Genon, Olivier Drapier, Nicolas Arnaud and Philippe Schune",French,4.7,https://www.classcentral.com/course/physique-2-infinis-liens-12182
780,446,446.0,Java,Projet de programmation (en Java),Ce   cours   n'est pas un cours au sens strict du terme mais un projet   La pratique  tant essentielle dans l'apprentissage de programmation  nous avons con u de cours projet pour vous permettre de consolider vos acquis en programmation Java  Il est d compos  en 14  tapes  sur 7 semaines  dont le but est de vous permettre de mettre en pratique    grande  chelle  les concepts et techniques appris dans nos deux pr c dents MOOCs  https www coursera org learn initiation programmation java  et https www coursera org learn programmation orientee objet java       Les principaux objectifs vis s      d'exposer d'avantage certaines probl matiques typiques de conception OO    difficiles   illustrer sur des exercices simples      d'introduire par la pratique certaines m thodologies de   conception  ce que l'on appelle des patrons de conception       de vous apprendre   mettre en oeuvre une approche incr mentale   et des tests progressifs lors de l' laboration de programmes de   plus grande envergure   Ce que vous aurez   faire c'est   tape par  tape  de    lire et comprendre la donn e     comprendre les probl matiques de conception sous jacentes et   comment nous vous proposons de les r soudre     coder votre solution     et enfin  bien s r  la soumettre au correcteur automatique   Ainsi progressivement vous d velopperez tout un projet  en l occurrence la simulation d'une colonie de fourmis  tout en approfondissant vos connaissances OO ,École Polytechnique Fédérale de Lausanne,Coursera,Jean-Cédric Chappelier and Jamila Sam,French,4.7,https://www.classcentral.com/course/projet-programmation-java-12186
796,462,462.0,Machine Learning,How Google does Machine Learning en Français,Qu'est ce que le machine learning et quels types de probl mes permet il de r soudre   Google adopte une approche particuli re du machine learning qui s'appuie non seulement sur les donn es  mais  galement sur la logique  Nous expliquerons l'utilit  d'une telle d finition pour les data scientists   l'heure de cr er un pipeline de mod les de machine learning     Ensuite  nous examinerons les cinq phases permettant de convertir un cas d'utilisation devant  tre trait    l'aide du machine learning et verrons pourquoi chaque phase est importante  Enfin  nous identifierons les biais que le machine learning est susceptible d'amplifier et apprendrons   les rep rer      En vous inscrivant   cette sp cialisation  vous vous engagez   respecter les Conditions d'utilisation de Qwiklabs  telles que d finies dans les questions fr quentes et disponibles   l'adresse   https qwiklabs com terms of service,Google Cloud,Coursera,Google Cloud Training,French,4.3,https://www.classcentral.com/course/google-machine-learning-fr-12214
